id,email,password,first_name,last_name,phone,user_type,business_id,status,mail_verified,phone_verified,notification_id,notifications,founder
3061,tabitha48@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Tabitha,Kilonzo,0783603634,OWNER,,VERIFIED,true,true,,,false
3063,joshua76@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Joshua,Mochoge,0749982274,OWNER,,VERIFIED,true,true,,,false
3065,daniel58@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Daniel,Muli,0759026655,OWNER,,VERIFIED,true,true,,,false
3069,isaac@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Isaac,Onyango,0733444473,OWNER,,VERIFIED,true,true,,,false
3072,stephen52@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Stephen,Kipsang,0770844028,OWNER,,VERIFIED,true,true,,,false
3076,peter53@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Peter,Odhiambo,0713726540,OWNER,,VERIFIED,true,true,,,false
3077,elisha@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Elisha,Mudavadi,0732661589,OWNER,,VERIFIED,true,true,,,false
3078,jesser@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Jesse,Njoroge,0768546518,OWNER,,VERIFIED,true,true,,,false
3079,moses@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Moses,Odhiambo,0762399911,OWNER,,VERIFIED,true,true,,,false
3081,joanna@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Joanna,Ouko,0737137377,OWNER,,VERIFIED,true,true,,,false
3084,bpnair@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Bartholomew,Barasa,0729920678,OWNER,,VERIFIED,true,true,,,false
3085,gabriel91@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Gabriel,Musyoka,0790236681,OWNER,,VERIFIED,true,true,,,false
3086,aaron@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Aaron,Cheruiyot,0789759143,OWNER,,VERIFIED,true,true,,,false
3087,bpnair@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Rachel,Mutua,0783464278,OWNER,,VERIFIED,true,true,,,false
3088,isaac31@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Isaac,Ochieng,0796605579,OWNER,,VERIFIED,true,true,,,false
3089,abraham@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Abraham,Ongeri,0769951162,OWNER,,VERIFIED,true,true,,,false
3090,bcnair@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Priscilla,Omollo,0719498475,OWNER,,VERIFIED,true,true,,,false
3091,samuel@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Samuel,Wainaina,0731576530,OWNER,,VERIFIED,true,true,,,false
3093,bdnair@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Priscilla,Wekesa,0764009646,OWNER,,VERIFIED,true,true,,,false
3094,rebecca76@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Rebecca,Musyoka,0719108453,OWNER,,VERIFIED,true,true,,,false
3096,bhnair@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Ethan,Ratemo,0781916280,OWNER,,VERIFIED,true,true,,,false
3097,paul@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Paul,Ochieng,0758772579,OWNER,,VERIFIED,true,true,,,false
3101,isaiah@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Isaiah,Ochieng,0770394134,OWNER,,VERIFIED,true,true,,,false
3104,marthar@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Martha,Wekesa,0726217857,OWNER,,VERIFIED,true,true,,,false
3105,jacob@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Jacob,Muthama,0725911315,OWNER,,VERIFIED,true,true,,,false
3107,joannar@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Joanna,Ngugi,0751214695,OWNER,,VERIFIED,true,true,,,false
3108,bcnair@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Bartholomew,Mwanzia,0796005003,OWNER,,VERIFIED,true,true,,,false
3109,martha@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Martha,Gichuru,0760123674,OWNER,,VERIFIED,true,true,,,false
3110,naomi57@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Naomi,Wekesa,0712185432,OWNER,,VERIFIED,true,true,,,false
3111,paul@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Paul,Shikuku,0746968433,OWNER,,VERIFIED,true,true,,,false
3114,nathan80@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Nathan,Wanjiru,0771902906,OWNER,,VERIFIED,true,true,,,false
3115,titusr@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Titus,Mochoge,0752778400,OWNER,,VERIFIED,true,true,,,false
3116,elijahr@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Elijah,Shikuku,0767442092,OWNER,,VERIFIED,true,true,,,false
3118,bjnair@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Rebecca,Gichuru,0790806841,OWNER,,VERIFIED,true,true,,,false
3119,miriam@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Miriam,Wanyama,0765246306,OWNER,,VERIFIED,true,true,,,false
3122,elizabeth73@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Elizabeth,Wanyama,0765532090,OWNER,,VERIFIED,true,true,,,false
3123,rebeccar@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Rebecca,Kamau,0737283663,OWNER,,VERIFIED,true,true,,,false
3125,elizabethr@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Elizabeth,Nyakundi,0773192547,OWNER,,VERIFIED,true,true,,,false
3127,esther50@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Esther,Omollo,0766413322,OWNER,,VERIFIED,true,true,,,false
3131,susannah@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Susannah,Chebet,0725049396,OWNER,,VERIFIED,true,true,,,false
3133,eve82@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Eve,Odhiambo,0725237946,OWNER,,VERIFIED,true,true,,,false
3134,eve65@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Eve,Wangari,0720242381,OWNER,,VERIFIED,true,true,,,false
3135,levi72@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Levi,Omari,0731117740,OWNER,,VERIFIED,true,true,,,false
3139,deborah73@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Deborah,Odhiambo,0779438524,OWNER,,VERIFIED,true,true,,,false
3140,priscilla@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Priscilla,Cherono,0737212755,OWNER,,VERIFIED,true,true,,,false
3141,bmnair@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Miriam,Mudavadi,0739167610,OWNER,,VERIFIED,true,true,,,false
3142,priscilla58@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Priscilla,Kipsang,0798694622,OWNER,,VERIFIED,true,true,,,false
3143,delilah@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Delilah,Lusaka,0723997992,OWNER,,VERIFIED,true,true,,,false
3144,cpnair@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Seth,Shikuku,0771934370,OWNER,,VERIFIED,true,true,,,false
3145,cmnair@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Hannah,Ratemo,0725932488,OWNER,,VERIFIED,true,true,,,false
3147,bartholomew39@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Bartholomew,Ratemo,0797036245,OWNER,,VERIFIED,true,true,,,false
3148,gabrielr@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Gabriel,Odhiambo,0747031352,OWNER,,VERIFIED,true,true,,,false
3149,ccnair@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Daniel,Ouko,0740697319,OWNER,,VERIFIED,true,true,,,false
3150,john97@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",John,Kamau,0785991152,OWNER,,VERIFIED,true,true,,,false
3151,cpnair@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Jacob,Mukhisa,0770478237,OWNER,,VERIFIED,true,true,,,false
3153,abigail@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Abigail,Machogu,0792010470,OWNER,,VERIFIED,true,true,,,false
3156,samuel@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Samuel,Kipruto,0757059181,OWNER,,VERIFIED,true,true,,,false
3158,noah38@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Noah,Omari,0778591532,OWNER,,VERIFIED,true,true,,,false
3159,ccnair@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Rebekah,Mokua,0745196128,OWNER,,VERIFIED,true,true,,,false
3160,gracer@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Grace,Mukhisa,0787267460,OWNER,,VERIFIED,true,true,,,false
3162,david@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",David,Nyakundi,0739781789,OWNER,,VERIFIED,true,true,,,false
3163,rebecca@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Rebecca,Kipchoge,0713457196,OWNER,,VERIFIED,true,true,,,false
3164,elijahr@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Elijah,Wainaina,0740451816,OWNER,,VERIFIED,true,true,,,false
3165,grace@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Grace,Cherono,0794874001,OWNER,,VERIFIED,true,true,,,false
3166,gabriel@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Gabriel,Wangari,0791689012,OWNER,,VERIFIED,true,true,,,false
3169,chnair@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Joshua,Owino,0725018940,OWNER,,VERIFIED,true,true,,,false
3170,aaron88@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Aaron,Wanyama,0798027034,OWNER,,VERIFIED,true,true,,,false
3171,joshua64@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Joshua,Mutua,0714363600,OWNER,,VERIFIED,true,true,,,false
3173,thaddeus@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Thaddeus,Wangari,0764282651,OWNER,,VERIFIED,true,true,,,false
3174,miriam91@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Miriam,Kipsang,0790322022,OWNER,,VERIFIED,true,true,,,false
3175,phoebe@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Phoebe,Ruto,0760044446,OWNER,,VERIFIED,true,true,,,false
3179,cc_kis@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Joanna,Kariuki,0757224928,OWNER,,VERIFIED,true,true,,,false
3181,cgnair@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Luke,Gichuru,0748886614,OWNER,,VERIFIED,true,true,,,false
3182,cmnair@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Tabitha,Cheruiyot,0729680034,OWNER,,VERIFIED,true,true,,,false
3183,ruth@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Ruth,Kivutha,0773552779,OWNER,,VERIFIED,true,true,,,false
3186,miriam60@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Miriam,Monyancha,0776161295,OWNER,,VERIFIED,true,true,,,false
3187,leah9@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Leah,Wainaina,0785712393,OWNER,,VERIFIED,true,true,,,false
3188,reuben@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Reuben,Wanjiru,0748541318,OWNER,,VERIFIED,true,true,,,false
3190,titus86@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Titus,Koech,0758141637,OWNER,,VERIFIED,true,true,,,false
3191,caleb13@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Caleb,Odinga,0726915172,OWNER,,VERIFIED,true,true,,,false
3192,leah82@gmail.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Leah,Muiruri,0729894492,OWNER,,VERIFIED,true,true,,,false
3193,canair@yahoo.com,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q",Jacob,Wainaina,0752896783,OWNER,,VERIFIED,true,true,,,false
