id,Facility_Name,Business_Type,Registration_Number,License_Status,Rel,First Name,Last Name,email,,branch_id,business_id,user_id,Password
5706,ROSAPHARM CHEMIST,RETAIL,PPB/R/1247,Status: Active,MjY5OTM=,Andrew,Samson,andrew.samson62@gmail.com,,2348,2532,3600,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6487,TF PHARMACY-JUJA,RETAIL,PPB/T/5843,Status: Active,MzA1MTA=,Anna,Wangila,anna.wangila97@gmail.com,,2349,2533,3601,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
3518,LIFE TOUCH PHARMACY,RETAIL,PPB/L/9819,Status: REVOKED,Mjg2MzA=,Jimale,Kinuthia,jimale.kinuthia5@gmail.com,,2350,2534,3602,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6009,SHANICHEM CHEMIST,RETAIL,PPB/S/9112,Status: Active,MjgzNDI=,Paul,Kariuki,paul.kariuki36@gmail.com,,2351,2535,3603,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4551,MYGLOW SECRET LIMITED,RETAIL,PPB/M/9750,Status: Active,Mjk4MDM=,Nyanchama,Nyaboke,nyanchama.nyaboke59@gmail.com,,2352,2536,3604,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
5149,PETHEALTH CHEMIST,RETAIL,PPB/P/4860,Status: Active,Mjg5OTQ=,Moses,Oketch,moses.oketch70@gmail.com,,2353,2537,3605,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
5967,SELFCHECK  PHARMACY,RETAIL,PPB/S/9012,Status: Active,MjcxNjQ=,Abdirizack,Muli,abdirizack.muli30@gmail.com,,2354,2538,3606,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
5222,PHARMAPLUS PHARMACEUTICALS LTD-NAIVAS KAHAWA SUKARI,RETAIL,PPB/P/4878,Status: Active,Mjk1Nzg=,Eugine,Muturi,eugine.muturi5@gmail.com,,2355,2539,3607,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
3784,MALAL PHARAMCY,RETAIL,PPB/M/9788,Status: Active,MzA1ODA=,Joel,Wekesa,joel.wekesa90@gmail.com,,2356,2540,3608,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4064,MEDILEEN PHARMACEUTICALS,RETAIL,PPB/M/9432,Status: Active,MjY1ODI=,Norah,Chepkoech,norah.chepkoech14@gmail.com,,2357,2541,3609,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4582,NAILA PHARM,RETAIL,PPB/N/1540,Status: Active,MjkyMjA=,Adow,Wanjau,adow.wanjau45@gmail.com,,2358,2542,3610,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4942,OAK SPRING HEALTHCARE,RETAIL,PPB/O/1089,Status: Active,Mjg2Mzg=,Prisca,Kimanthi,prisca.kimanthi12@gmail.com,,2359,2543,3611,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
3991,MCGREENS PHARMACY GILGIL,RETAIL,PPB/M/9691,Status: Active,MjkxMjk=,Hawo,Munguti,hawo.munguti95@gmail.com,,2360,2544,3612,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
5477,RANCHO  PHARMACY,RETAIL,PPB/R/1246,Status: Active,MjY5NjM=,Annet,Ombasa,annet.ombasa92@gmail.com,,2361,2545,3613,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4058,MEDIJAS CHEMIST,RETAIL,PPB/M/9462,Status: Active,MjY4Mjc=,Rael,Kananu,rael.kananu84@gmail.com,,2362,2546,3614,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6568,THOMSON & THOMSON PHARMACY LTD - LAVINGTON,RETAIL,PPB/D/3278,Status: Active,Mjg3NTg=,Allan,Nasimiyu,allan.nasimiyu12@gmail.com,,2363,2547,3615,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
3857,MARCIA PHARMACY.,RETAIL,PPB/M/9768,Status: Active,MzAyMjY=,Wachira,Gathogo,wachira.gathogo13@gmail.com,,2364,2548,3616,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6719,TRIO WELLNESS,RETAIL,PPB/T/5756,Status: Active,Mjg0MTE=,Felista,Saitoti,felista.saitoti67@gmail.com,,2365,2549,3617,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4621,NARCHAR HEALTHCARE LIMITED,RETAIL,PPB/N/1297,Status: Active,MjczNzM=,Rabecca,Mutisya,rabecca.mutisya89@gmail.com,,2366,2550,3618,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4110,MEDITEX PHARMACY,RETAIL,PPB/M/9651,Status: Active,Mjg3MzY=,Samwel,Ngei,samwel.ngei66@gmail.com,,2367,2551,3619,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
5650,ROBEL CHEMIST,RETAIL,PPB/R/1310,Status: Active,MjgzOTE=,Mumo,Musembi,mumo.musembi71@gmail.com,,2368,2552,3620,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4944,OAKLANE PHARMACY LTD,RETAIL,PPB/O/1090,Status: Active,Mjg2NDU=,Bishar,Wainaina,bishar.wainaina24@gmail.com,,2369,2553,3621,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
5072,PANDE RETAIL -PHARMACY,RETAIL,PPB/P/4849,Status: Active,Mjg3Mzk=,Gitonga,Macharia,gitonga.macharia80@gmail.com,,2370,2554,3622,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4767,NICHOLANN CHEMIST,RETAIL,PPB/N/1581,Status: Active,MzAyMjU=,Muturi,Kimathi,muturi.kimathi79@gmail.com,,2371,2555,3623,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6821,UPRIGHT CHEMIST,RETAIL,PPB/U/9480,Status: Active,MjY2ODg=,Harrison,Keitany,harrison.keitany68@gmail.com,,2372,2556,3624,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6880,VEXELIS PHARMACEUTICALS LIMITED,RETAIL,PPB/V/422,Status: Active,Mjk5NTg=,Kelvin,Oduori,kelvin.oduori61@gmail.com,,2373,2557,3625,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4183,MEJAMED CHEMIST,RETAIL,PPB/M/9659,Status: Active,Mjg4MDk=,Cherop,Ochieng,cherop.ochieng19@gmail.com,,2374,2558,3626,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
3967,MAYAS PHARMACEUTICALS LIMITED,RETAIL,PPB/M/9564,Status: Active,Mjc3Mjg=,Sam,Nzisa,sam.nzisa68@gmail.com,,2375,2559,3627,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
7114,WONI WITU,RETAIL,PPB/W/7448,Status: Active,MjkzNjk=,Oliver,Wabomba,oliver.wabomba14@gmail.com,,2376,2560,3628,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4375,MOONBRIGHT CHEMIST-KERICHO,RETAIL,PPB/M/9677,Status: Active,Mjg5Nzk=,Simon,Ahmed,simon.ahmed22@gmail.com,,2377,2561,3629,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
3538,LIFEMED PHARMACY ROSE AVENUE,RETAIL,PPB/L/9791,Status: Active,Mjc2OTM=,Morine,Musimbi,morine.musimbi67@gmail.com,,2378,2562,3630,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6599,TILAK PHARMACY,RETAIL,PPB/T/5792,Status: Active,MjkzODE=,Abigael,Abdiaziz,abigael.abdiaziz16@gmail.com,,2379,2563,3631,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4243,MEWAKI PHARMACEUTICALS LIMITED,RETAIL,PPB/M/9676,Status: REVOKED,Mjg5NjU=,Barasa,Benard,barasa.benard58@gmail.com,,2380,2564,3632,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6721,TRIOPLUS PHARMA LIMITED,RETAIL,PPB/T/5838,Status: Active,MzA0ODA=,Faith,Kennedy,faith.kennedy84@gmail.com,,2381,2565,3633,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
5173,PHARMACITY PHARMACEUTICALS LIMITED- NKRUMAH,RETAIL,PPB/P/4863,Status: REVOKED,MjkwMjU=,Muthoka,Gichana,muthoka.gichana91@gmail.com,,2382,2566,3634,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4538,MWETHI AND COMPANY CHEMIST LTD,RETAIL,PPB/M/9623,Status: Active,Mjg0NDQ=,Noah,Ogada,noah.ogada40@gmail.com,,2383,2567,3635,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4868,NORTHMED CHEMIST,RETAIL,PPB/N/1550,Status: Active,MjkzNjQ=,Ali,Ndolo,ali.ndolo9@gmail.com,,2384,2568,3636,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4703,NETALA LIMITED,RETAIL,PPB/N/1503,Status: Active,MjgyMDU=,Sumeya,Gacheri,sumeya.gacheri73@gmail.com,,2385,2569,3637,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6904,VINLAND MEDICAL CLINIC AND PHARMACY,RETAIL,PPB/V/421,Status: Active,Mjk5MjY=,Flora,Mwalimu,flora.mwalimu99@gmail.com,,2386,2570,3638,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
3960,MAXMA PHARMACY LTD,RETAIL,PPB/M/9583,Status: Active,MjgwNDM=,Korir,Ngeno,korir.ngeno40@gmail.com,,2387,2571,3639,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
3465,LEKAN FAMILY PHARMACY LIMITED,RETAIL,PPB/L/9867,Status: Active,MzAxMzg=,Isaiah,Mongare,isaiah.mongare38@gmail.com,,2388,2572,3640,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4358,MOLO HIGHWAY PHARMACY,RETAIL,PPB/M/9541,Status: Active,Mjc1NDk=,Dolphine,Gikonyo,dolphine.gikonyo78@gmail.com,,2389,2573,3641,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
5414,QUANTUM X PHARMACEUTICALS LIMITED.,RETAIL,PPB/Q/101,Status: Active,Mjg4MjE=,Nafula,Ndinda,nafula.ndinda14@gmail.com,,2390,2574,3642,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4280,MILELE BETADAY CHEMIST,RETAIL,PPB/M/9657,Status: Active,Mjg4MDE=,Teresa,Okemwa,teresa.okemwa35@gmail.com,,2391,2575,3643,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
7133,YANAH PHARMACEUTICAL LTD-KAHAWA,RETAIL,PPB/Y/63,Status: Active,MjY5Mzk=,Kipngetich,Karanja,kipngetich.karanja14@gmail.com,,2392,2576,3644,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6122,SITTA AVENUE PHARMACEUTICALS,RETAIL,PPB/S/9051,Status: Active,Mjc2Mjc=,Aftin,Kaberia,aftin.kaberia80@gmail.com,,2393,2577,3645,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4017,MEDELIVEY PHARMACY - KIRWARA,RETAIL,PPB/M/9769,Status: Active,MzAyMjk=,Nyambura,Kogo,nyambura.kogo20@gmail.com,,2394,2578,3646,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
4883,NTHONGONI PHARMACY,RETAIL,PPB/N/1561,Status: Active,Mjk3MTI=,Waithera,Mwathi,waithera.mwathi18@gmail.com,,2395,2579,3647,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
5496,RAPIDMEDS PHARMACY,RETAIL,PPB/R/1339,Status: Active,MjkxMDA=,Oloo,Kombe,oloo.kombe64@gmail.com,,2396,2580,3648,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6941,WAITA LIFECARE CHEMIST,RETAIL,PPB/W/7441,Status: Active,MjkwOTg=,Gesare,Muchiri,gesare.muchiri30@gmail.com,,2397,2581,3649,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6900,VINBY PHARMACY,RETAIL,PPB/V/407,Status: Active,Mjg5OTc=,Elijah,Wanyonyi,elijah.wanyonyi10@gmail.com,,2398,2582,3650,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
3819,MALUAL PHARMACY,RETAIL,PPB/M/9723,Status: Active,Mjk0OTM=,Masika,Kipngetich,masika.kipngetich17@gmail.com,,2399,2583,3651,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6920,VITAL PHARMACEUTICALS LIMITED-SOUTHLANDS,RETAIL,PPB/V/418,Status: Active,Mjk2NDk=,Karanja,Jelle,karanja.jelle43@gmail.com,,2400,2584,3652,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
3802,MALIBU PHARMACY LTD-  NYALI LINKS ARCADE,RETAIL,PPB/M/9595,Status: Active,MjgyMTU=,Teresia,Mbuvi,teresia.mbuvi32@gmail.com,,2401,2585,3653,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6090,SILVER CLOUD PHARMACY,RETAIL,PPB/S/9188,Status: Active,Mjk2NDM=,Prudence,Nasambu,prudence.nasambu9@gmail.com,,2402,2586,3654,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
6544,THE SHALEN PHARMACY,RETAIL,PPB/T/5698,Status: Active,MjcxNDE=,Kahindi,Chepkurui,kahindi.chepkurui20@gmail.com,,2403,2587,3655,"$argon2i$v=19$m=16,t=2,p=1$bGFiVFNkNkl6YldhMEZ2Mg$KoO4yuR++bGwD7EviELL+Q"
