id,Facility_Name,Business_Type,Registration_Number,License_Status,Rel,Owner First Name,Owner Last Name,Owner Email
4375,MOONBRIGHT CHEMIST-KERICHO,RETAIL,PPB/M/9677,Status: Active,Mjg5Nzk=,Simon,Ahmed,simona@gmail.com26@gmail.com
3538,LIFEMED PHARMACY ROSE AVENUE,RETAIL,PPB/L/9791,Status: Active,Mjc2OTM=,Morine,Musimbi,morinem@gmail.com32@gmail.com
6599,TILAK PHARMACY,RETAIL,PPB/T/5792,Status: Active,MjkzODE=,Abigael,Abdiaziz,aa@gmail.com81@gmail.com
4243,MEWAKI PHARMACEUTICALS LIMITED,RETAIL,PPB/M/9676,Status: REVOKED,Mjg5NjU=,Barasa,Benard,bb@gmail.com4@gmail.com
4243,MEWAKI PHARMACEUTICALS LIMITED,RETAIL,PPB/M/9676,Status: REVOKED,Mjg5NjU=,Awino,Esinyen,ae@gmail.com6@gmail.com
6721,TRIOPLUS PHARMA LIMITED,RETAIL,PPB/T/5838,Status: Active,MzA0ODA=,Faith,Kennedy,fk@gmail.com39@gmail.com
5173,PHARMACITY PHARMACEUTICALS LIMITED- NKRUMAH,RETAIL,PPB/P/4863,Status: REVOKED,MjkwMjU=,Muthoka,Gichana,mg@gmail.com5@gmail.com
4538,MWETHI AND COMPANY CHEMIST LTD,RETAIL,PPB/M/9623,Status: Active,Mjg0NDQ=,Noah,Ogada,noahogada@gmail.com80@gmail.com
4868,NORTHMED CHEMIST,RETAIL,PPB/N/1550,Status: Active,MjkzNjQ=,Ali,Ndolo,alin@gmail.com83@gmail.com
4703,NETALA LIMITED,RETAIL,PPB/N/1503,Status: Active,MjgyMDU=,Sumeya,Gacheri,sumeyag@gmail.com4@gmail.com
6904,VINLAND MEDICAL CLINIC AND PHARMACY,RETAIL,PPB/V/421,Status: Active,Mjk5MjY=,Flora,Mwalimu,floram@gmail.com81@gmail.com
3960,MAXMA PHARMACY LTD,RETAIL,PPB/M/9583,Status: Active,MjgwNDM=,Korir,Ngeno,kn@gmail.com42@gmail.com
3465,LEKAN FAMILY PHARMACY LIMITED,RETAIL,PPB/L/9867,Status: Active,MzAxMzg=,Isaiah,Mongare,imongare@gmail.com18@gmail.com
4358,MOLO HIGHWAY PHARMACY,RETAIL,PPB/M/9541,Status: Active,Mjc1NDk=,Dolphine,Gikonyo,dolphineg@gmail.com83@gmail.com
5414,QUANTUM X PHARMACEUTICALS LIMITED.,RETAIL,PPB/Q/101,Status: Active,Mjg4MjE=,Nafula,Ndinda,nafulandinda@gmail.com64@gmail.com
5414,QUANTUM X PHARMACEUTICALS LIMITED.,RETAIL,PPB/Q/101,Status: Active,Mjg4MjE=,Edwin,Nyokabi,edwinnyokabi@gmail.com39@gmail.com
4280,MILELE BETADAY CHEMIST,RETAIL,PPB/M/9657,Status: Active,Mjg4MDE=,Teresa,Okemwa,teresao@gmail.com47@gmail.com
7133,YANAH PHARMACEUTICAL LTD-KAHAWA,RETAIL,PPB/Y/63,Status: Active,MjY5Mzk=,Kipngetich,Karanja,kkaranja@gmail.com8@gmail.com
6122,SITTA AVENUE PHARMACEUTICALS,RETAIL,PPB/S/9051,Status: Active,Mjc2Mjc=,Aftin,Kaberia,akaberia@gmail.com24@gmail.com
4017,MEDELIVEY PHARMACY - KIRWARA,RETAIL,PPB/M/9769,Status: Active,MzAyMjk=,Nyambura,Kogo,nyamburak@gmail.com71@gmail.com
4883,NTHONGONI PHARMACY,RETAIL,PPB/N/1561,Status: Active,Mjk3MTI=,Waithera,Mwathi,waitheram@gmail.com54@gmail.com
5496,RAPIDMEDS PHARMACY,RETAIL,PPB/R/1339,Status: Active,MjkxMDA=,Oloo,Kombe,olookombe@gmail.com66@gmail.com
6941,WAITA LIFECARE CHEMIST,RETAIL,PPB/W/7441,Status: Active,MjkwOTg=,Gesare,Muchiri,gesarem@gmail.com84@gmail.com
6941,WAITA LIFECARE CHEMIST,RETAIL,PPB/W/7441,Status: Active,MjkwOTg=,Sarah,Simon,ss@gmail.com70@gmail.com
6900,VINBY PHARMACY,RETAIL,PPB/V/407,Status: Active,Mjg5OTc=,Elijah,Wanyonyi,elijahwanyonyi@gmail.com24@gmail.com
3819,MALUAL PHARMACY,RETAIL,PPB/M/9723,Status: Active,Mjk0OTM=,Masika,Kipngetich,masikak@gmail.com33@gmail.com
6920,VITAL PHARMACEUTICALS LIMITED-SOUTHLANDS,RETAIL,PPB/V/418,Status: Active,Mjk2NDk=,Karanja,Jelle,karanjajelle@gmail.com31@gmail.com
3802,MALIBU PHARMACY LTD-  NYALI LINKS ARCADE,RETAIL,PPB/M/9595,Status: Active,MjgyMTU=,Teresia,Mbuvi,tmbuvi@gmail.com31@gmail.com
6090,SILVER CLOUD PHARMACY,RETAIL,PPB/S/9188,Status: Active,Mjk2NDM=,Prudence,Nasambu,pnasambu@gmail.com59@gmail.com
6544,THE SHALEN PHARMACY,RETAIL,PPB/T/5698,Status: Active,MjcxNDE=,Kahindi,Chepkurui,kahindichepkurui@gmail.com64@gmail.com
6908,VINTAPHARM CHEMIST,RETAIL,PPB/V/408,Status: Active,MjkwMjA=,Norah,Kipchirchir,nk@gmail.com21@gmail.com
5945,SCEPTERS PHARMAS,RETAIL,PPB/S/9018,Status: Active,MjcyNDU=,Evance,Ayuma,evancea@gmail.com53@gmail.com
5945,SCEPTERS PHARMAS,RETAIL,PPB/S/9018,Status: Active,MjcyNDU=,Billy,Brian,billybrian@gmail.com18@gmail.com
5945,SCEPTERS PHARMAS,RETAIL,PPB/S/9018,Status: Active,MjcyNDU=,Kiplangat,Njoroge,kiplangatn@gmail.com30@gmail.com
4384,MORE LIFE CHEMISTS,RETAIL,PPB/M/9531,Status: Active,Mjc0OTM=,Roseline,Wekesa,rw@gmail.com45@gmail.com
4384,MORE LIFE CHEMISTS,RETAIL,PPB/M/9531,Status: Active,Mjc0OTM=,Thomas,Saitoti,tsaitoti@gmail.com5@gmail.com
5044,OUTLIERS BY DESIGN LIMITED,RETAIL,PPB/O/1092,Status: REVOKED,Mjg5MjU=,Ochieng,Kevin,okevin@gmail.com95@gmail.com
6369,SYCHE CHEMIST,RETAIL,PPB/S/9080,Status: Active,Mjc5NDE=,Teresiah,Warui,teresiahwarui@gmail.com65@gmail.com
6369,SYCHE CHEMIST,RETAIL,PPB/S/9080,Status: Active,Mjc5NDE=,Jepchumba,Mutua,jepchumbamutua@gmail.com34@gmail.com
6758,TURBO TIBA YANGU CHEMISTS,RETAIL,PPB/T/5705,Status: REVOKED,MjcyNzc=,Morris,Kimaru,morrisk@gmail.com37@gmail.com
6415,TAMOL CHEMIST,RETAIL,PPB/T/5689,Status: Active,MjY5OTA=,Mercyline,Osiemo,mosiemo@gmail.com14@gmail.com
4886,NUCLEAR FAMILY CHEMISTS,RETAIL,PPB/N/1312,Status: Active,Mjc2ODA=,Mbithi,Mukoya,mmukoya@gmail.com40@gmail.com
4886,NUCLEAR FAMILY CHEMISTS,RETAIL,PPB/N/1312,Status: Active,Mjc2ODA=,Teresiah,Odongo,teresiahodongo@gmail.com36@gmail.com
4519,MWADEMU CHEMIST,RETAIL,PPB/M/9463,Status: Active,MjY4Mzg=,Margaret,Mwai,margaretmwai@gmail.com19@gmail.com
4388,MORNING STAR CHEMIST,RETAIL,PPB/M/9601,Status: Active,MjgyNTc=,Mariam,Wainaina,mwainaina@gmail.com21@gmail.com
3969,MAYFIELD PHARMACY LIMITED,RETAIL,PPB/M/9454,Status: REVOKED,MjY3MzY=,Rama,Jepkemboi,ramajepkemboi@gmail.com64@gmail.com
5961,SEATON PARK MEDICAL CENTRE,RETAIL,PPB/S/9206,Status: Active,Mjk5MDg=,Salome,Ombati,salomeombati@gmail.com97@gmail.com
5961,SEATON PARK MEDICAL CENTRE,RETAIL,PPB/S/9206,Status: Active,Mjk5MDg=,Kipchirchir,Oyaro,koyaro@gmail.com79@gmail.com
5106,PEAKTIME CHEMIST LIMITED,RETAIL,PPB/P/2208,Status: Active,MjY0MTU=,Mwendwa,Mwakio,mm@gmail.com47@gmail.com
7076,WILLMED HEALTHCARE PHARMACY,RETAIL,PPB/W/7453,Status: Active,Mjk1NTM=,Mutua,Adan,madan@gmail.com30@gmail.com
7115,WOODLEY PHARMACEUTICALS NGONG ROAD LIMITED,RETAIL,PPB/W/7438,Status: Active,Mjg4NTQ=,Billow,Muasya,billowm@gmail.com51@gmail.com
4636,NASRI PHARMACY,RETAIL,PPB/N/1300,Status: Active,Mjc0NDY=,Eugene,Nekesa,enekesa@gmail.com19@gmail.com
4636,NASRI PHARMACY,RETAIL,PPB/N/1300,Status: Active,Mjc0NDY=,Mutunga,Murithi,mutungamurithi@gmail.com22@gmail.com
5580,REXO HEALTHCARE PHARMACY,RETAIL,PPB/R/1330,Status: Active,Mjg4OTU=,Nelima,Hamisi,nelimahamisi@gmail.com18@gmail.com
6304,SUGA CARE PHARMACY LIMITED,RETAIL,PPB/S/9122,Status: Active,Mjg1MjI=,Bashir,Mumbua,bashirm@gmail.com8@gmail.com
7195,ZIOMED ENTERPRISES,RETAIL,PPB/Z/1320,Status: Active,MzA0MzE=,Fiona,Ngotho,fn@gmail.com17@gmail.com
7136,YANG'AT PHARMACY,RETAIL,PPB/Y/66,Status: Active,Mjg1MDM=,Calvin,Kathure,calvinkathure@gmail.com34@gmail.com
6958,WAMAX CHEMIST,RETAIL,PPB/W/7396,Status: Active,MjY1Njg=,Baraka,Wabwire,bw@gmail.com78@gmail.com
3952,MAXIGARD CHEMIST,RETAIL,PPB/M/9539,Status: Active,Mjc1Mjk=,Bett,Musyoka,bm@gmail.com12@gmail.com
5664,RODI CAANAN CHEMIST,RETAIL,PPB/R/1377,Status: Active,MzAzNTU=,Mohamednoor,Ngotho,mn@gmail.com72@gmail.com
5664,RODI CAANAN CHEMIST,RETAIL,PPB/R/1377,Status: Active,MzAzNTU=,Simion,Makori,simionmakori@gmail.com41@gmail.com
3710,MAAZ CARE LIMITED,RETAIL,PPB/M/9637,Status: Active,Mjg1ODc=,Jacob,Muinde,jm@gmail.com87@gmail.com
6747,TULEL PHARMACEUTICAL LIMITED,RETAIL,PPB/T/5708,Status: Active,MjczNTM=,Maryam,Ali,mali@gmail.com26@gmail.com
6896,VIMAC PHARMACY,RETAIL,PPB/V/414,Status: Active,MjkzNjM=,Ndung'u,Joshua,nj@gmail.com32@gmail.com
6079,SIFA AFYA CHEMIST,RETAIL,PPB/S/9120,Status: Active,Mjg1MTY=,Alice,Mbaabu,alicembaabu@gmail.com88@gmail.com
5953,SCRIPT SAVVY LIMITED,RETAIL,PPB/S/9212,Status: REVOKED,Mjk5ODg=,Joe,Hillow,jhillow@gmail.com84@gmail.com
5953,SCRIPT SAVVY LIMITED,RETAIL,PPB/S/9212,Status: REVOKED,Mjk5ODg=,Jael,Onyiego,jo@gmail.com53@gmail.com
3737,MAGICAL SWIFT CHEMIST,RETAIL,PPB/M/9759,Status: Active,Mjk5OTU=,Tobias,Nduta,tnduta@gmail.com26@gmail.com
3737,MAGICAL SWIFT CHEMIST,RETAIL,PPB/M/9759,Status: Active,Mjk5OTU=,Nicholus,Ndambuki,nicholusn@gmail.com56@gmail.com
7085,WINFRED SHINE CHEMIST,RETAIL,PPB/W/7413,Status: Active,MjcyNDE=,Wambua,Philip,wambuaphilip@gmail.com89@gmail.com
7124,WUSIMI PHARMACY,RETAIL,PPB/W/7461,Status: Active,MzAxNjE=,Stacy,Wabwile,sw@gmail.com99@gmail.com
7124,WUSIMI PHARMACY,RETAIL,PPB/W/7461,Status: Active,MzAxNjE=,Karimi,Chepkemboi,kchepkemboi@gmail.com76@gmail.com
7124,WUSIMI PHARMACY,RETAIL,PPB/W/7461,Status: Active,MzAxNjE=,Akoth,Kiama,akothk@gmail.com73@gmail.com
6033,SHEMIGEN PHARMACY,RETAIL,PPB/S/9030,Status: Active,MjczNjc=,Cornelius,Kipchirchir,ckipchirchir@gmail.com58@gmail.com
5976,SERENE HOSPITAL LIMITED,RETAIL,PPB/S/9027,Status: Active,MjczMzc=,Wanjohi,Makori,wm@gmail.com31@gmail.com
4252,MICRAJ HEALTH CARE,RETAIL,PPB/M/9417,Status: Active,MjY1MDQ=,Damaris,Mwololo,dmwololo@gmail.com1@gmail.com
4252,MICRAJ HEALTH CARE,RETAIL,PPB/M/9417,Status: Active,MjY1MDQ=,Anyango,Gathogo,agathogo@gmail.com87@gmail.com
4252,MICRAJ HEALTH CARE,RETAIL,PPB/M/9417,Status: Active,MjY1MDQ=,Gabriel,Gakii,gg@gmail.com95@gmail.com
3986,MBUMAR VENTURES CHEMIST,RETAIL,PPB/M/9669,Status: Active,Mjg4ODc=,Godfrey,Muriuki,gmuriuki@gmail.com45@gmail.com
5014,OPANGAMED PHARMACY,RETAIL,PPB/O/404,Status: Active,MjY2Mjk=,Kanini,Sawe,kaninisawe@gmail.com52@gmail.com
5014,OPANGAMED PHARMACY,RETAIL,PPB/O/404,Status: Active,MjY2Mjk=,Billy,Kipchumba,billykipchumba@gmail.com40@gmail.com
5200,PHARMAPLUS PHARMACEUTICALS LTD- GIGIRI,RETAIL,PPB/P/3126,Status: Active,MjgwMzk=,Boaz,Apondi,boazapondi@gmail.com51@gmail.com
5200,PHARMAPLUS PHARMACEUTICALS LTD- GIGIRI,RETAIL,PPB/P/3126,Status: Active,MjgwMzk=,Vitalis,Wasike,vitaliswasike@gmail.com77@gmail.com
5503,RAVEKING PHARMACY,RETAIL,PPB/R/1328,Status: Active,Mjg4MDQ=,Kipkemoi,Mwakio,km@gmail.com75@gmail.com
7206,ZUBI CARE PHARMACY LTD,RETAIL,PPB/Z/1306,Status: Active,Mjg0NjA=,Teresiah,Muasya,teresiahmuasya@gmail.com73@gmail.com
3992,MCGREENS PHARMACY MAILI NNE,RETAIL,PPB/M/9743,Status: Active,Mjk3MTE=,Dan,Jumba,danjumba@gmail.com35@gmail.com
5665,RODSI HEALTH CARE LIMITED,RETAIL,PPB/R/1349,Status: Active,MjkzNzE=,Murimi,Wamalwa,murimiw@gmail.com96@gmail.com
5663,RODAN PHARMACY,RETAIL,PPB/R/1375,Status: Active,MzAyMjg=,Wambugu,Ambani,wambuguambani@gmail.com22@gmail.com
5568,RENEPHARM CHEMIST,RETAIL,PPB/R/1311,Status: Active,Mjg0MzI=,Michael,Mutuku,mmutuku@gmail.com32@gmail.com
5568,RENEPHARM CHEMIST,RETAIL,PPB/R/1311,Status: Active,Mjg0MzI=,Japheth,Muuo,japhethmuuo@gmail.com41@gmail.com
5588,RHOPHARM PHARMACEUTICALS,RETAIL,PPB/R/1382,Status: Active,MzA0Mzc=,Vivian,Chepngeno,vchepngeno@gmail.com66@gmail.com
5588,RHOPHARM PHARMACEUTICALS,RETAIL,PPB/R/1382,Status: Active,MzA0Mzc=,Abdisalam,Mbaka,abdisalammbaka@gmail.com83@gmail.com
5588,RHOPHARM PHARMACEUTICALS,RETAIL,PPB/R/1382,Status: Active,MzA0Mzc=,Waithira,Mucheru,wm@gmail.com95@gmail.com
5588,RHOPHARM PHARMACEUTICALS,RETAIL,PPB/R/1382,Status: Active,MzA0Mzc=,Joe,King'ori,jk@gmail.com56@gmail.com
